Region,DMZ,Date,Weekly_Sales
2,105,13/8/10,7453.02
2,105,20/8/10,5654.59
2,105,27/8/10,4855.07
2,105,3/9/10,5343.92
2,105,10/9/10,6567.2
2,105,17/9/10,7218.06
2,105,24/9/10,7809.65
2,105,1/10/10,6989.57
2,105,8/10/10,5869.56
2,105,15/10/10,4802.92
2,105,22/10/10,6058.8
2,105,29/10/10,5520.87
2,105,5/11/10,6094.83
2,105,12/11/10,5171.68
2,105,19/11/10,7668.48
2,105,26/11/10,27228
2,105,3/12/10,7397.88
2,105,10/12/10,11660.79
2,105,17/12/10,22968.91
2,105,24/12/10,42885.88
2,105,31/12/10,7570.19
2,105,7/1/11,2969.62
2,105,14/1/11,3481.18
2,105,21/1/11,4562.65
2,105,28/1/11,2995.8
2,105,4/2/11,5758.5
2,105,11/2/11,4841.18
2,105,18/2/11,8158.21
2,105,25/2/11,5827.75
2,105,4/3/11,8339.2
2,105,11/3/11,7108.21
2,105,18/3/11,6379.76
2,105,25/3/11,5086.36
2,105,1/4/11,6312.02
2,105,8/4/11,6322.48
2,105,15/4/11,5048.72
2,105,22/4/11,7287.96
2,105,29/4/11,5138.55
2,105,6/5/11,7046.4
2,105,13/5/11,8296.14
2,105,20/5/11,4742.86
2,105,27/5/11,7862.77
2,105,3/6/11,6485.78
2,105,10/6/11,6808.89
2,105,17/6/11,6968.89
2,105,24/6/11,5908.48
2,105,1/7/11,6078.89
2,105,8/7/11,5876.01
2,105,15/7/11,4818.73
2,105,22/7/11,4393.13
2,105,29/7/11,5036.44
2,105,5/8/11,4509.9
2,105,12/8/11,3353.52
2,105,19/8/11,3791.28
2,105,26/8/11,4230.17
2,105,2/9/11,5331.25
2,105,9/9/11,5082.27
2,105,16/9/11,4381.1
2,105,23/9/11,3995.48
2,105,30/9/11,3725.45
2,105,7/10/11,5234.84
2,105,14/10/11,5904.4
2,105,21/10/11,7434.31
2,105,28/10/11,4765.93
2,105,4/11/11,5323.9
2,105,11/11/11,4351.43
2,105,18/11/11,4374.24
2,105,25/11/11,21410.28
2,105,2/12/11,7411
2,105,9/12/11,10249.8
2,105,16/12/11,10377.16
2,105,23/12/11,22902.42
2,105,30/12/11,9467.77
2,105,6/1/12,3468.68
2,105,13/1/12,2705.52
2,105,20/1/12,3471.01
2,105,27/1/12,5038.36
2,105,3/2/12,5239.88
2,105,10/2/12,5301.57
2,105,17/2/12,6707.71
2,105,24/2/12,5014.34
2,105,2/3/12,4330.77
2,105,9/3/12,5163.51
2,105,16/3/12,5449.41
2,105,23/3/12,3521.51
2,105,30/3/12,3186.37
2,105,6/4/12,4546.61
2,105,13/4/12,5379.77
2,105,20/4/12,4898.1
2,105,27/4/12,3515.14
2,105,4/5/12,4512.07
2,105,11/5/12,5663.61
2,105,18/5/12,7974.1
2,105,25/5/12,6241.53
2,105,1/6/12,5385.61
2,105,8/6/12,4731.09
2,105,15/6/12,5635.87
2,105,22/6/12,4125.62
2,105,29/6/12,4644.03
2,105,6/7/12,6004.84
2,105,13/7/12,3807.46
2,105,20/7/12,4656.31
2,105,27/7/12,3425.84
2,105,3/8/12,4460.42
2,105,10/8/12,3394.06
2,105,17/8/12,4601.36
2,105,24/8/12,3514.91
2,105,31/8/12,5204.33
2,105,7/9/12,4129.51
2,105,14/9/12,5524.04
2,105,21/9/12,6288.61
2,105,28/9/12,5130.01
2,105,5/10/12,4503.69
2,105,12/10/12,4864.11
2,105,19/10/12,6601.5
2,105,26/10/12,5253.54
2,106,5/2/10,28512.95
2,106,12/2/10,29067.99
2,106,19/2/10,31003.4
2,106,26/2/10,24275.91
2,106,5/3/10,29442.87
2,106,12/3/10,27494.27
2,106,19/3/10,33700.33
2,106,26/3/10,25149.21
2,106,2/4/10,40111.71
2,106,9/4/10,32545.6
2,106,16/4/10,29678.87
2,106,23/4/10,26686.75
2,106,30/4/10,29456.07
2,106,7/5/10,36761.04
2,106,14/5/10,31054.88
2,106,21/5/10,40359.64
2,106,28/5/10,51582.43
2,106,4/6/10,62903.1
2,106,11/6/10,41691.53
2,106,18/6/10,41165.84
2,106,25/6/10,41086.78
2,106,2/7/10,34611.91
2,106,9/7/10,34549.92
2,106,16/7/10,28685.54
2,106,23/7/10,30319.88
2,106,30/7/10,25195.42
2,106,6/8/10,29730.29
2,106,13/8/10,27061.98
2,106,20/8/10,29596.98
2,106,27/8/10,25264.69
2,106,3/9/10,27545.9
2,106,10/9/10,30132.5
2,106,17/9/10,26473.56
2,106,24/9/10,26189.63
2,106,1/10/10,27350.84
2,106,8/10/10,28039.79
2,106,15/10/10,26440.36
2,106,22/10/10,26656.18
2,106,29/10/10,27622.15
2,106,5/11/10,28729.55
2,106,12/11/10,42628.64
2,106,19/11/10,53218.32
2,106,26/11/10,140648.34
2,106,3/12/10,94720.59
2,106,10/12/10,140504.01
2,106,17/12/10,167617.55
2,106,24/12/10,264837.42
2,106,31/12/10,37464.04
2,106,7/1/11,22101.64
2,106,14/1/11,16796.38
2,106,21/1/11,21683.09
2,106,28/1/11,19681.82
2,106,4/2/11,22120.83
2,106,11/2/11,28913.34
2,106,18/2/11,33235.49
2,106,25/2/11,31330.01
2,106,4/3/11,30314.48
2,106,11/3/11,26636.69
2,106,18/3/11,36391.92
2,106,25/3/11,28571.64
2,106,1/4/11,27458.9
2,106,8/4/11,30127.42
2,106,15/4/11,29259.78
2,106,22/4/11,36955.68
2,106,29/4/11,31594.23
2,106,6/5/11,27586.97
2,106,13/5/11,31771.61
2,106,20/5/11,29980.1
2,106,27/5/11,35636.31
2,106,3/6/11,56592.98
2,106,10/6/11,48319.84
2,106,17/6/11,40861.1
2,106,24/6/11,33210.32
2,106,1/7/11,39615.78
2,106,8/7/11,31485.13
2,106,15/7/11,28481.88
2,106,22/7/11,25548.72
2,106,29/7/11,24296.94
2,106,5/8/11,25814.41
2,106,12/8/11,26449.07
2,106,19/8/11,22054.58
2,106,26/8/11,22683.49
2,106,2/9/11,25244.28
2,106,9/9/11,25256.58
2,106,16/9/11,23412.76
2,106,23/9/11,23498.8
2,106,30/9/11,23724.17
2,106,7/10/11,25582.86
2,106,14/10/11,27161.4
2,106,21/10/11,49488.55
2,106,28/10/11,41236.08
2,106,4/11/11,52930.19
2,106,11/11/11,50781.91
2,106,18/11/11,53880.94
2,106,25/11/11,125080.78
2,106,2/12/11,75221.22
2,106,9/12/11,105859.41
2,106,16/12/11,138188.63
2,106,23/12/11,214118.51
2,106,30/12/11,56063.19
2,106,6/1/12,19058.99
2,106,13/1/12,17919.42
2,106,20/1/12,19496.87
2,106,27/1/12,18248.43
2,106,3/2/12,22087.93
2,106,10/2/12,31318.06
2,106,17/2/12,27611.91
2,106,24/2/12,26766.88
2,106,2/3/12,29143.18
2,106,9/3/12,27863.43
2,106,16/3/12,31696.46
2,106,23/3/12,27478.65
2,106,30/3/12,32676.16
2,106,6/4/12,44709.09
2,106,13/4/12,33272.51
2,106,20/4/12,29118.14
2,106,27/4/12,30778.46
2,106,4/5/12,38179.14
2,106,11/5/12,40999.93
2,106,18/5/12,41954.87
2,106,25/5/12,49836.42
2,106,1/6/12,56434.48
2,106,8/6/12,45828.75
2,106,15/6/12,39037.84
2,106,22/6/12,37024.98
2,106,29/6/12,41946.63
2,106,6/7/12,42776.06
2,106,13/7/12,31459.95
2,106,20/7/12,30088.37
2,106,27/7/12,28162.44
2,106,3/8/12,27606.23
2,106,10/8/12,28129.31
2,106,17/8/12,26030.66
2,106,24/8/12,26622.8
2,106,31/8/12,23292.25
2,106,7/9/12,27534.81
2,106,14/9/12,33616.53
2,106,21/9/12,43132.5
2,106,28/9/12,39330.13
2,106,5/10/12,34141.39
2,106,12/10/12,35288.99
2,106,19/10/12,37468.15
2,106,26/10/12,37302.54
2,107,5/2/10,69634.8
2,107,12/2/10,63393.29
2,107,19/2/10,66589.27
2,107,26/2/10,61875.48
2,107,5/3/10,67041.18
2,107,12/3/10,63800.16
2,107,19/3/10,60353.6
2,107,26/3/10,55825.44
2,107,2/4/10,63316.38
2,107,9/4/10,57612.62
2,107,16/4/10,56653.63
2,107,23/4/10,59203.94
2,107,30/4/10,57540.12
2,107,7/5/10,61640.34
2,107,14/5/10,58091.71
2,107,21/5/10,59977
2,107,28/5/10,60202.35
2,107,4/6/10,61463.29
2,107,11/6/10,61110.56
2,107,18/6/10,57122.14
2,107,25/6/10,57049.63
2,107,2/7/10,61018.69
2,107,9/7/10,57010.13
2,107,16/7/10,57622.55
2,107,23/7/10,55654.91
2,107,30/7/10,57499.29
2,107,6/8/10,58947.32
2,107,13/8/10,52832.4
2,107,20/8/10,53779.81
2,107,27/8/10,52400.46
2,107,3/9/10,58793.43
2,107,10/9/10,56459.59
2,107,17/9/10,55673.16
2,107,24/9/10,54894.49
2,107,1/10/10,58821.79
2,107,8/10/10,59685.25
2,107,15/10/10,56514.9
2,107,22/10/10,56132
2,107,29/10/10,57667.62
2,107,5/11/10,63248.62
2,107,12/11/10,58246.78
2,107,19/11/10,61775.39
2,107,26/11/10,61973.18
2,107,3/12/10,58172.84
2,107,10/12/10,59998.16
2,107,17/12/10,65005.26
2,107,24/12/10,74917.03
2,107,31/12/10,56660.17
2,107,7/1/11,60626.1
2,107,14/1/11,57356.16
2,107,21/1/11,60375.69
2,107,28/1/11,59611.03
2,107,4/2/11,61456.28
2,107,11/2/11,64270.54
2,107,18/2/11,59644.84
2,107,25/2/11,57192.25
2,107,4/3/11,61222.4
2,107,11/3/11,57030.11
2,107,18/3/11,56264.95
2,107,25/3/11,51712.58
2,107,1/4/11,57518.97
2,107,8/4/11,56757.01
2,107,15/4/11,53845.47
2,107,22/4/11,56457.56
2,107,29/4/11,54000.05
2,107,6/5/11,58734.39
2,107,13/5/11,54463.47
2,107,20/5/11,56896.87
2,107,27/5/11,60066.88
2,107,3/6/11,60911.56
2,107,10/6/11,58382.4
2,107,17/6/11,58372.71
2,107,24/6/11,56254.65
2,107,1/7/11,58253.08
2,107,8/7/11,55797.41
2,107,15/7/11,53335.72
2,107,22/7/11,52197.62
2,107,29/7/11,54339.28
2,107,5/8/11,56995.96
2,107,12/8/11,52087.46
2,107,19/8/11,52018.66
2,107,26/8/11,53115.76
2,107,2/9/11,55692.84
2,107,9/9/11,52356.03
2,107,16/9/11,52273.31
2,107,23/9/11,53564.08
2,107,30/9/11,56021.27
2,107,7/10/11,56024.76
2,107,14/10/11,52291.79
2,107,21/10/11,55898.8
2,107,28/10/11,53561.04
2,107,4/11/11,60676.06
2,107,11/11/11,56815.87
2,107,18/11/11,53574.12
2,107,25/11/11,56437.28
2,107,2/12/11,56405.4
2,107,9/12/11,60262.21
2,107,16/12/11,61554.57
2,107,23/12/11,72976.78
2,107,30/12/11,54508.17
2,107,6/1/12,58398.02
2,107,13/1/12,54965.78
2,107,20/1/12,56866.59
2,107,27/1/12,55483.3
2,107,3/2/12,62315.55
2,107,10/2/12,61533.8
2,107,17/2/12,60268.87
2,107,24/2/12,60357.05
2,107,2/3/12,61957.12
2,107,9/3/12,59860.21
2,107,16/3/12,56255.58
2,107,23/3/12,57199.46
2,107,30/3/12,57878.11
2,107,6/4/12,61294.26
2,107,13/4/12,58538.71
2,107,20/4/12,62770.47
2,107,27/4/12,59764.81
2,107,4/5/12,63212.42
2,107,11/5/12,59041.91
2,107,18/5/12,62084.91
2,107,25/5/12,61029.66
2,107,1/6/12,60451.26
2,107,8/6/12,63464.67
2,107,15/6/12,62535.67
2,107,22/6/12,61053.52
2,107,29/6/12,62530.78
2,107,6/7/12,62976.13
2,107,13/7/12,58201.61
2,107,20/7/12,57299.45
2,107,27/7/12,58155.92
2,107,3/8/12,62664.95
2,107,10/8/12,55758.16
2,107,17/8/12,56043
2,107,24/8/12,58219.65
2,107,31/8/12,60093.88
2,107,7/9/12,59936.16
2,107,14/9/12,59095.81
2,107,21/9/12,58275.75
2,107,28/9/12,57424
2,107,5/10/12,62955.51
2,107,12/10/12,63083.63
2,107,19/10/12,60502.97
2,107,26/10/12,63992.36
2,108,5/2/10,24162.08
2,108,12/2/10,21365.98
2,108,19/2/10,25458.81
2,108,26/2/10,24049.15
2,108,5/3/10,29094
2,108,12/3/10,31571.2
2,108,19/3/10,44918.36
2,108,26/3/10,30131.27
2,108,2/4/10,36776.79
2,108,9/4/10,38630.15
2,108,16/4/10,38461.17
2,108,23/4/10,35528.03
2,108,30/4/10,34879.38
2,108,7/5/10,34875.47
2,108,14/5/10,31709.88
2,108,21/5/10,34446.59
2,108,28/5/10,42793.13
2,108,4/6/10,48752.71
2,108,11/6/10,39375.43
2,108,18/6/10,40014.78
2,108,25/6/10,42676.49
2,108,2/7/10,36611.78
2,108,9/7/10,35631.89
2,108,16/7/10,30712.06
2,108,23/7/10,29712.33
2,108,30/7/10,26695.96
2,108,6/8/10,29052.46
2,108,13/8/10,25627.08
2,108,20/8/10,34715.57
2,108,27/8/10,37779.83
2,108,3/9/10,61719.22
2,108,10/9/10,45678.25
2,108,17/9/10,31843.64
2,108,24/9/10,30205.99
2,108,1/10/10,36075.43
2,108,8/10/10,35123.12
2,108,15/10/10,30484.25
2,108,22/10/10,31882.23
2,108,29/10/10,29275.72
2,108,5/11/10,42709.43
2,108,12/11/10,31133.41
2,108,19/11/10,31057.54
2,108,26/11/10,59187.28
2,108,3/12/10,36011.23
2,108,10/12/10,35788.05
2,108,17/12/10,41466.44
2,108,24/12/10,72676.62
2,108,31/12/10,25342.45
2,108,7/1/11,18276.17
2,108,14/1/11,16624.7
2,108,21/1/11,17682.64
2,108,28/1/11,16579.6
2,108,4/2/11,23075.18
2,108,11/2/11,21782.15
2,108,18/2/11,28025.24
2,108,25/2/11,29900.47
2,108,4/3/11,33581.01
2,108,11/3/11,33801.44
2,108,18/3/11,47928.57
2,108,25/3/11,38087.99
2,108,1/4/11,35599.92
2,108,8/4/11,35742.51
2,108,15/4/11,33862.27
2,108,22/4/11,31707.46
2,108,29/4/11,31949.73
2,108,6/5/11,31728.17
2,108,13/5/11,29411.1
2,108,20/5/11,27780.03
2,108,27/5/11,40015.66
2,108,3/6/11,39948.23
2,108,10/6/11,39730.27
2,108,17/6/11,41473.39
2,108,24/6/11,33724.28
2,108,1/7/11,37627.65
2,108,8/7/11,36193.49
2,108,15/7/11,26658
2,108,22/7/11,26592.28
2,108,29/7/11,26098.5
2,108,5/8/11,25306.12
2,108,12/8/11,21774.45
2,108,19/8/11,25903.76
2,108,26/8/11,29957.41
2,108,2/9/11,55493.65
2,108,9/9/11,41923.23
2,108,16/9/11,31039.65
2,108,23/9/11,31142.23
2,108,30/9/11,38826.78
2,108,7/10/11,33227.59
2,108,14/10/11,30544.39
2,108,21/10/11,29311.69
2,108,28/10/11,26141.26
2,108,4/11/11,36669.26
2,108,11/11/11,30855.18
2,108,18/11/11,30078.27
2,108,25/11/11,54610.62
2,108,2/12/11,28887.97
2,108,9/12/11,34065.44
2,108,16/12/11,40147.55
2,108,23/12/11,66512.61
2,108,30/12/11,34616.08
2,108,6/1/12,20241.19
2,108,13/1/12,21620.99
2,108,20/1/12,20453.81
2,108,27/1/12,21078.2
2,108,3/2/12,24443.97
2,108,10/2/12,26580.46
2,108,17/2/12,23514.79
2,108,24/2/12,28121.12
2,108,2/3/12,35526.79
2,108,9/3/12,35665.88
2,108,16/3/12,45122.05
2,108,23/3/12,37671.6
2,108,30/3/12,45710.68
2,108,6/4/12,51204.54
2,108,13/4/12,44484.71
2,108,20/4/12,35971.85
2,108,27/4/12,39796.72
2,108,4/5/12,34498.57
2,108,11/5/12,31940.67
2,108,18/5/12,38244.39
2,108,25/5/12,42097.06
2,108,1/6/12,41354.92
2,108,8/6/12,36121.95
2,108,15/6/12,35735
2,108,22/6/12,38207.85
2,108,29/6/12,32875.26
2,108,6/7/12,38294.7
2,108,13/7/12,26661.17
2,108,20/7/12,30276.28
2,108,27/7/12,26517.89
2,108,3/8/12,29268.64
2,108,10/8/12,27676.98
2,108,17/8/12,32432.82
2,108,24/8/12,37352.01
2,108,31/8/12,60120
2,108,7/9/12,42192.57
2,108,14/9/12,34082.12
2,108,21/9/12,36253.12
2,108,28/9/12,34771.23
2,108,5/10/12,34945.8
2,108,12/10/12,32922.31
2,108,19/10/12,36812.56
2,108,26/10/12,34790
2,109,5/2/10,39602.47
2,109,12/2/10,37984.44
2,109,19/2/10,38889.43
2,109,26/2/10,41137.74
2,109,5/3/10,39883.5
2,109,12/3/10,39602.57
2,109,19/3/10,43471.99
2,109,26/3/10,32393.51
2,109,2/4/10,43902.87
2,109,9/4/10,43340.53
2,109,16/4/10,43576.77
2,109,23/4/10,35264.17
2,109,30/4/10,38587.53
2,109,7/5/10,38111.65
2,109,14/5/10,34346.25
2,109,21/5/10,41826.48
2,109,28/5/10,44795.06
2,109,4/6/10,41412.93
2,109,11/6/10,43171.67
2,109,18/6/10,45284.49
2,109,25/6/10,48926.81
2,109,2/7/10,46035.1
2,109,9/7/10,38186.56
2,109,16/7/10,38342.25
2,109,23/7/10,43363.43
2,109,30/7/10,40738.99
2,109,6/8/10,42421.79
2,109,13/8/10,40112.92
2,109,20/8/10,40518.55
2,109,27/8/10,38751.23
2,109,3/9/10,42172.3
2,109,10/9/10,41516.79
2,109,17/9/10,38871.31
2,109,24/9/10,35952.05
2,109,1/10/10,37086.82
2,109,8/10/10,37285.32
2,109,15/10/10,36231.02
2,109,22/10/10,36689.71
2,109,29/10/10,33774.52
2,109,5/11/10,38289.5
2,109,12/11/10,35013.43
2,109,19/11/10,34726.3
2,109,26/11/10,40026.97
2,109,3/12/10,30806.12
2,109,10/12/10,36466.22
2,109,17/12/10,38389.15
2,109,24/12/10,43046.73
2,109,31/12/10,32179.98
2,109,7/1/11,30702.36
2,109,14/1/11,37583.33
2,109,21/1/11,29608.56
2,109,28/1/11,35507.97
2,109,4/2/11,34606.41
2,109,11/2/11,43617.99
2,109,18/2/11,41577.06
2,109,25/2/11,40176.28
2,109,4/3/11,48151.96
2,109,11/3/11,39375.84
2,109,18/3/11,41432.97
2,109,25/3/11,40556.64
2,109,1/4/11,39841.11
2,109,8/4/11,38211.58
2,109,15/4/11,38520.32
2,109,22/4/11,35052.93
2,109,29/4/11,33895.53
2,109,6/5/11,35943.99
2,109,13/5/11,36568.65
2,109,20/5/11,34022.58
2,109,27/5/11,35905.85
2,109,3/6/11,40891.25
2,109,10/6/11,45551.04
2,109,17/6/11,43647.92
2,109,24/6/11,41028.02
2,109,1/7/11,44560.22
2,109,8/7/11,41399.43
2,109,15/7/11,39398.04
2,109,22/7/11,40469.06
2,109,29/7/11,36607.29
2,109,5/8/11,43471.34
2,109,12/8/11,37187.7
2,109,19/8/11,35886.13
2,109,26/8/11,40100.96
2,109,2/9/11,40438.65
2,109,9/9/11,41532.99
2,109,16/9/11,34411.98
2,109,23/9/11,38505.51
2,109,30/9/11,34904.05
2,109,7/10/11,39906.42
2,109,14/10/11,37500.42
2,109,21/10/11,35300.77
2,109,28/10/11,30883.52
2,109,4/11/11,36939.95
2,109,11/11/11,37635.99
2,109,18/11/11,35556.45
2,109,25/11/11,41665.58
2,109,2/12/11,39676.61
2,109,9/12/11,40384.43
2,109,16/12/11,34525.95
2,109,23/12/11,46614.89
2,109,30/12/11,35351.73
2,109,6/1/12,32722.18
2,109,13/1/12,30214.07
2,109,20/1/12,31155.44
2,109,27/1/12,29219.57
2,109,3/2/12,39020.89
2,109,10/2/12,40209.17
2,109,17/2/12,41403.29
2,109,24/2/12,38434.79
2,109,2/3/12,45681.61
2,109,9/3/12,41357.48
2,109,16/3/12,40452.9
2,109,23/3/12,40029.14
2,109,30/3/12,45021.86
2,109,6/4/12,46407.07
2,109,13/4/12,35947.67
2,109,20/4/12,39143.02
2,109,27/4/12,37283.81
2,109,4/5/12,40760.8
2,109,11/5/12,37332
2,109,18/5/12,39042.87
2,109,25/5/12,39541.31
2,109,1/6/12,40129.69
2,109,8/6/12,39777.67
2,109,15/6/12,37707.93
2,109,22/6/12,40477.12
2,109,29/6/12,45351.98
2,109,6/7/12,44800.52
2,109,13/7/12,38850.27
2,109,20/7/12,39567.8
2,109,27/7/12,38330.34
2,109,3/8/12,44013.33
2,109,10/8/12,36993.37
2,109,17/8/12,35939.84
2,109,24/8/12,38347.44
2,109,31/8/12,37932.82
2,109,7/9/12,38206.66
2,109,14/9/12,39335.53
2,109,21/9/12,34731.68
2,109,28/9/12,37104.67
2,109,5/10/12,36361.28
2,109,12/10/12,35332.34
2,109,19/10/12,35721.09
2,109,26/10/12,34260.76
2,110,5/2/10,24800.3
2,110,12/2/10,18323.66
2,110,19/2/10,19504.74
2,110,26/2/10,19397.41
2,110,5/3/10,21422.84
2,110,12/3/10,20672.91
2,110,19/3/10,18002.46
2,110,26/3/10,17716.31
2,110,2/4/10,21841.98
2,110,9/4/10,19173.28
2,110,16/4/10,19537.78
2,110,23/4/10,19303.76
2,110,30/4/10,19744.67
2,110,7/5/10,25793.95
2,110,14/5/10,21622.2
2,110,21/5/10,26348.34
2,110,28/5/10,28225.04
2,110,4/6/10,36172.11
2,110,11/6/10,35478.75
2,110,18/6/10,29824.99
2,110,25/6/10,32644.13
2,110,2/7/10,25225.23
2,110,9/7/10,21782.47
2,110,16/7/10,26337.79
2,110,23/7/10,27345.43
2,110,30/7/10,24241.74
2,110,6/8/10,38708.3
2,110,13/8/10,29838.67
2,110,20/8/10,26546.9
2,110,27/8/10,20351.03
2,110,3/9/10,19706.72
2,110,10/9/10,20700.25
2,110,17/9/10,19389.59
2,110,24/9/10,16869.33
2,110,1/10/10,19715.97
2,110,8/10/10,19673.95
2,110,15/10/10,16705.72
2,110,22/10/10,16661.09
2,110,29/10/10,17837.79
2,110,5/11/10,27897.88
2,110,12/11/10,23387.77
2,110,19/11/10,25460.69
2,110,26/11/10,36577
2,110,3/12/10,29507.27
2,110,10/12/10,32312.31
2,110,17/12/10,31671.65
2,110,24/12/10,37983.95
2,110,31/12/10,21677.27
2,110,7/1/11,24475.41
2,110,14/1/11,30770.48
2,110,21/1/11,24171.27
2,110,28/1/11,20028.83
2,110,4/2/11,24692.06
2,110,11/2/11,19333.28
2,110,18/2/11,17715.89
2,110,25/2/11,17050.25
2,110,4/3/11,17301.63
2,110,11/3/11,18216.84
2,110,18/3/11,20137.68
2,110,25/3/11,22996.57
2,110,1/4/11,18475.71
2,110,8/4/11,21166.11
2,110,15/4/11,23264.34
2,110,22/4/11,17500.03
2,110,29/4/11,17958.82
2,110,6/5/11,17998.02
2,110,13/5/11,21386.81
2,110,20/5/11,16405.28
2,110,27/5/11,20807.73
2,110,3/6/11,36370.75
2,110,10/6/11,37438.97
2,110,17/6/11,35848.37
2,110,24/6/11,29889.05
2,110,1/7/11,33080.01
2,110,8/7/11,32248.34
2,110,15/7/11,31109.86
2,110,22/7/11,30142.06
2,110,29/7/11,25304.92
2,110,5/8/11,35124.67
2,110,12/8/11,20738.84
2,110,19/8/11,18602.71
2,110,26/8/11,18132.95
2,110,2/9/11,19089.87
2,110,9/9/11,17711.06
2,110,16/9/11,15384.53
2,110,23/9/11,15562.85
2,110,30/9/11,15491.04
2,110,7/10/11,18247.4
2,110,14/10/11,15550.16
2,110,21/10/11,19013.86
2,110,28/10/11,18158.84
2,110,4/11/11,25748.38
2,110,11/11/11,19154.44
2,110,18/11/11,19946.27
2,110,25/11/11,26977.29
2,110,2/12/11,32380.26
2,110,9/12/11,37622.16
2,110,16/12/11,27445.32
2,110,23/12/11,33074.28
2,110,30/12/11,22700.47
2,110,6/1/12,22074.3
2,110,13/1/12,20660.6
2,110,20/1/12,19829.15
2,110,27/1/12,23482.78
2,110,3/2/12,19342.08
2,110,10/2/12,21944.35
2,110,17/2/12,24490.64
2,110,24/2/12,20226.11
2,110,2/3/12,18766.28
2,110,9/3/12,18203.78
2,110,16/3/12,22737.58
2,110,23/3/12,19196.79
2,110,30/3/12,19728.57
2,110,6/4/12,20779.01
2,110,13/4/12,18762.92
2,110,20/4/12,20007.3
2,110,27/4/12,19100.83
2,110,4/5/12,25179.53
2,110,11/5/12,25065.28
2,110,18/5/12,19161.59
2,110,25/5/12,24026.31
2,110,1/6/12,25067.26
2,110,8/6/12,26233.68
2,110,15/6/12,26842.85
2,110,22/6/12,23936.9
2,110,29/6/12,39879.14
2,110,6/7/12,30681.78
2,110,13/7/12,26051.86
2,110,20/7/12,23285.82
2,110,27/7/12,25901.75
2,110,3/8/12,34090.06
2,110,10/8/12,24323.07
2,110,17/8/12,19550.71
2,110,24/8/12,18304.48
2,110,31/8/12,19048.29
2,110,7/9/12,22637.2
2,110,14/9/12,16955.5
2,110,21/9/12,16835.55
2,110,28/9/12,16867.42
2,110,5/10/12,19152.2
2,110,12/10/12,20823.63
2,110,19/10/12,18513.04
2,110,26/10/12,21167.76
2,111,5/2/10,6906.2
2,111,12/2/10,6507.63
2,111,19/2/10,6786.66
2,111,26/2/10,7281.54
2,111,5/3/10,8806.59
2,111,12/3/10,8567.82
2,111,19/3/10,8993.18
2,111,26/3/10,6711.89
2,111,2/4/10,9186.5
2,111,9/4/10,8425.24
2,111,16/4/10,8483.84
2,111,23/4/10,8500.73
2,111,30/4/10,8985.11
2,111,7/5/10,9081.36
2,111,14/5/10,7459.53
2,111,21/5/10,10116.84
2,111,28/5/10,8464.82
2,111,4/6/10,9304.88
2,111,11/6/10,8605.15
2,111,18/6/10,9701.7
2,111,25/6/10,9133.46
2,111,2/7/10,8646.9
2,111,9/7/10,7785.75
2,111,16/7/10,10103.58
2,111,23/7/10,8872.63
2,111,30/7/10,10480.81
2,111,6/8/10,9352.51
2,111,13/8/10,9219.2
2,111,20/8/10,7647.09
2,111,27/8/10,8522.05
2,111,3/9/10,7936.47
2,111,10/9/10,8909.92
2,111,17/9/10,8489.21
2,111,24/9/10,7606.59
2,111,1/10/10,8915.64
2,111,8/10/10,9030.65
2,111,15/10/10,9653.69
2,111,22/10/10,8225.85
2,111,29/10/10,8194.23
2,111,5/11/10,7196.52
2,111,12/11/10,7699.76
2,111,19/11/10,6997.33
2,111,26/11/10,7679.34
2,111,3/12/10,6701.76
2,111,10/12/10,5942.18
2,111,17/12/10,6009.7
2,111,24/12/10,5575.02
2,111,31/12/10,5186.44
2,111,7/1/11,5186.85
2,111,14/1/11,4709.72
2,111,21/1/11,5193.9
2,111,28/1/11,5836.66
2,111,4/2/11,5331.97
2,111,11/2/11,5728.32
2,111,18/2/11,7820.87
2,111,25/2/11,7248.51
2,111,4/3/11,8053.77
2,111,11/3/11,8101.81
2,111,18/3/11,8881.27
2,111,25/3/11,8604.4
2,111,1/4/11,7135.51
2,111,8/4/11,8407.98
2,111,15/4/11,8709.89
2,111,22/4/11,8169.18
2,111,29/4/11,7471.73
2,111,6/5/11,7242.41
2,111,13/5/11,7251.97
2,111,20/5/11,7776.84
2,111,27/5/11,8009.39
2,111,3/6/11,8596.4
2,111,10/6/11,8343.21
2,111,17/6/11,7603.38
2,111,24/6/11,7790.61
2,111,1/7/11,8510.24
2,111,8/7/11,8192.55
2,111,15/7/11,7626.87
2,111,22/7/11,7194.29
2,111,29/7/11,7378.24
2,111,5/8/11,7032.96
2,111,12/8/11,6657.31
2,111,19/8/11,6794.05
2,111,26/8/11,6951.42
2,111,2/9/11,7492.48
2,111,9/9/11,7083.13
2,111,16/9/11,7151.62
2,111,23/9/11,6519.56
2,111,30/9/11,6948.97
2,111,7/10/11,8473.08
2,111,14/10/11,7016
2,111,21/10/11,8550.54
2,111,28/10/11,7076.68
2,111,4/11/11,7027.09
2,111,11/11/11,6240.13
2,111,18/11/11,6791.9
2,111,25/11/11,6757.66
2,111,2/12/11,7490.07
2,111,9/12/11,5987.98
2,111,16/12/11,6106.27
2,111,23/12/11,6163.95
2,111,30/12/11,5327.95
2,111,6/1/12,6425.5
2,111,13/1/12,5673.72
